cidade_01,nome,id.x,meio,regiao_metropolitana.x,uf.x,estado01,regiao01,pais.x,fonte,name,about,category,description,general_info,likes,link,city,state,country,latitude,longitude,talking_about_count,username,website,,
PALMAS,CLEBER TOLEDO,id4839,Online,n/d,TO,Tocantins,N,Brasil,Secom/PR,Cleber Toledo,NA,Personal Blog,NA,NA,1075,https://www.facebook.com/Cleber-Toledo-469916870050615/,NA,NA,NA,NA,NA,1,NA,NA,,
PASSOS,CLIC FOLHA,id792,Online,n/d,MG,Minas Gerais,SE,Brasil,Secom/PR,Clic Folha Comunicacoes e Publicidade,NA,Local Business,NA,NA,9,https://www.facebook.com/pages/Clic-Folha-Comunicacoes-e-Publicidade/224187934600965,Passos,MG,Brazil,-20.7230675,-46.6063413,0,NA,http://www.clicfolha.com.br,,
SOLEDADE,CLIC SOLEDADE,id2452,Online,n/d,RS,Rio Grande do Sul,S,Brasil,Secom/PR,Clic Soledade Portal e Comunicacao,NA,Local Business,NA,NA,268,https://www.facebook.com/pages/Clic-Soledade-Portal-e-Comunicacao/1626383784318380,Soledade,RS,Brazil,-28.8312546,-52.5119331,0,NA,NA,,
SÃO PAULO,CLICK JOGOS,id3863,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Click jogos,"Gente eu sei que todo mundo gosta de jogos ne.E eu tenho a seguinte missao de:Indicar Jogos,Resolver as Duvidas de Todos.Estou Recrutando ADMS...
",Games/Toys,NA,NA,5833,https://www.facebook.com/www.clickjogos.uol.com.br/,NA,NA,NA,NA,NA,4,www.clickjogos.uol.com.br,http://clickjogos.uol.com.br/,,
SÃO PAULO,CLICKON,id3862,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,clickOn Argentina,Cada día clickOn te ofrece desde un 50% hasta un 90% de descuento en los mejores establecimientos de tu ciudad. www.clickon.com.ar,Entertainment Website,"clickOn es un nuevo modelo de e-commerce diseñado para ofrecer los mejores precios, de una forma sencilla y segura. 
Ya estamos en Buenos Aires, Córdoba, Mendoza, Mar del Plata, Rosario, Santa Fe y Tucumán, y pensamos seguir creciendo. 
Ingresá a nuestro sitio www.clickon.com.ar y descubrí los increíbles descuentos que tenemos para ofrecerte. 

¡Disfrutá la vida con clickOn! :D",NA,230965,https://www.facebook.com/ClickOnArgentina/,NA,NA,NA,NA,NA,749,ClickOnArgentina,www.clickon.com.ar,,
JOÃO PESSOA,CLICKPB,id1447,Online,n/d,PB,Paraíba,NE,Brasil,Secom/PR,ClickPB,O portal de notícias da Paraíba sempre conectado com você.,Media/News Company,NA,NA,28841,https://www.facebook.com/clickpb/,João Pessoa,PB,Brazil,-7.1250232,-34.8802875,464,clickpb,http://clickpb.com.br,,
PORTO ALEGRE,CLICKSINDICO,id2622,Jornal,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Secom/PR,ClickSíndico,Publicação dirigida à Síndico de Condomínios,Local Service,"Jornal que aborda mensalmente informações voltadas à Síndicos de prédios. Matérias técnicas de linguagem simples, disponibiliza para este público uma gama de prestadores de serviços.",NA,2008,https://www.facebook.com/Clicksindico.com.br/,Porto Alegre,RS,Brazil,-30.14437,-51.21626,185,Clicksindico.com.br,www.clicksindico.com.br,,
SÃO PAULO,CLIMATEMPO,id3503,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Climatempo,O céu fala. A gente entende.,Media/News Company,O céu fala. A gente entende.,NA,1681978,https://www.facebook.com/Climatempo.Meteorologia/,São Paulo,SP,Brazil,-23.5808399,-46.64585,13722,Climatempo.Meteorologia,www.climatempo.com.br,,
RIO DE JANEIRO,CLUBE DO HARDWARE,id1933,Online,RM Rio de Janeiro,RJ,Rio de Janeiro,SE,Brasil,Secom/PR,Clube do Hardware,"Lançado em 1996, o Clube do Hardware é um dos maiores sites sobre tecnologia do Brasil. http://www.clubedohardware.com.br/",Computers & Internet Website,"Lançado em 1996, o Clube do Hardware é um dos maiores sites sobre tecnologia do Brasil. http://www.clubedohardware.com.br",NA,350449,https://www.facebook.com/clubedohardware/,NA,NA,NA,NA,NA,3173,clubedohardware,http://www.clubedohardware.com.br/,,
MOGI DAS CRUZES,CLUBE DO JORNALISMO,id3304,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Clube do Jornalismo,O Clube do Jornalismo é a vitrine dos novos talentos do jornalismo. Os conteúdos são produzidos por estudantes das mais renomadas instituições acadêmicas do Brasil. ,Media/News Company,NA,NA,30540,https://www.facebook.com/clubedojornalismo/,NA,NA,NA,NA,NA,64,clubedojornalismo,http://www.clubedojornalismo.com.br,,
CONCÓRDIA,CLUBE DOS BLOGUEIROS,id2777,Online,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Clube dos Blogueiros,Visite -> http://clubedosblogueiros.blogspot.com.br/ ,Community,NA,NA,13,https://www.facebook.com/clubee.dos.blogueiross/,NA,NA,NA,NA,NA,0,clubee.dos.blogueiross,http://clubedosblogueiros.blogspot.com.br/,,
GOIÂNIA,CN GOIÁS,id541,Online,n/d,GO,Goiás,CO,Brasil,Secom/PR,CN / Goias,Em março do ano 2006 nasceu o Jornal Correio de Noticias. O seu Jornal quinzenal com uma linha editorial inteiramente voltada para o cotidiano da região Sudoeste de Goiânia e algumas cidades do interior. ,Media/News Company,"Em março do ano 2006 nasceu o Jornal Correio de Noticias. O seu Jornal quinzenal com uma linha editorial inteiramente voltada para o cotidiano de Goiânia, região metropolitana e algumas cidades do interior Goiano. Sempre criticamos e sugerimos, respaldados pela opinião popular, os problemas vividos nos municípios e a falta de ação dos prefeitos para solucioná-los. Seu formato reduzido foi adotado especialmente pela facilidade de seu manuseio pelo leitor. O Jornal Correio de Noticias (CN GOIÁS) é uma realização da Alves & Arruda Comunicações. Que surgiu através de um sonho, onde o projeto “sonho” se concretizou. E  a brincadeira ficou séria, o tablóide cresceu. É gratuito, e assim como muitos espalhados pelo mundo sobrevive de seus anunciantes. Com grande abrangência  o leitor não paga para ter acesso à informação nem para ler e ver  a publicidade; os anunciantes  realizam seus negócios através do jornal, com uma ótima relação custo-benefício. Matérias do bairro, da comunidade, do Estado e atuais com foco local. Tanto matérias que trazem curiosidades, TV, Baladas, Política, Esporte, Meio Ambiente, Social e muito mais. E com temas não-factuais que fazem com que o jornal seja lido por muito tempo depois de sua distribuição. Poucas páginas em formato Germânico o leitor pode ler o jornal rapidamente, transportá-lo facilmente e guardá-lo. Hoje o Jornal Correio de Noticias é reconhecido por todo o Estado de Goiás e tem seu nome respeitado.
A Alves & Arruda comunicações expandiu e além do Jornal Correio de Noticias ousamos e  criamos  Cadernos Especiais, como o que traz uma homenagem à Festa de Trindade que já é um marco na história deste jornal. Como também o Guia Revista Comercial Sudoeste, um encarte publicitário especializado na divulgação de Marcas e comércios da região sudoeste de Goiânia.
O Jornal vem se destacando cada vez mais pela luta incansável dos seus diretores Brenno Alves e Leonardo Arruda.
",NA,1511,https://www.facebook.com/cngoiascn/,Goiânia,GO,Brazil,NA,NA,3,cngoiascn,http://cngoias.com.br,,
COCAL DO SUL,COCAL NOTICIAS,id2960,Jornal,n/d,SC,Santa Catarina,S,Brasil,Secom/PR,Cocal Notícias,"Notícias, Festas, entretenimento Cocal do Sul e região. ",Just For Fun,NA,NA,3478,https://www.facebook.com/cocalnoticias/,NA,NA,NA,NA,NA,294,cocalnoticias,NA,,
SÃO PAULO,COLEGIO WEB,id3632,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Colégio Web,Um dos maiores portais de Educação do Brasil. Acesse www.colegioweb.com.br e acompanhe tudo sobre vestibular e faça pesquisas escolares grátis. ,Education Website,NA,NA,71146,https://www.facebook.com/colegioweb/,São Paulo,SP,Brazil,NA,NA,41,colegioweb,https://www.colegioweb.com.br,,
PORTO ALEGRE,COLETIVA.NET,id2415,Online,RM Porto Alegre,RS,Rio Grande do Sul,S,Brasil,Secom/PR,Coletiva.net,"Revista digital diária, que traz informações privilegiadas e exclusivas sobre o mercado gaúcho de Comunicação e Marketing.",Media,"Revista digital diária, que traz informações privilegiadas e exclusivas sobre o mercado gaúcho de comunicação e marketing.",NA,14352,https://www.facebook.com/coletivanetportal/,Porto Alegre,RS,Brazil,-30.02401447,-51.21021509,1474,coletivanetportal,http://www.coletiva.net,,
BOTUCATU,COLUNA AUE,id4032,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Coluna Auê,"Coluna Auê, a primeira coluna online de festas e eventos na região!!!
Desde de 1998 nas Baladas - Eventos - Curtição - Gente Bonita - Shows - Alegria
",Entertainment Website,NA,NA,2050,https://www.facebook.com/ColunaAue/,NA,NA,NA,NA,NA,0,ColunaAue,http://www.colunaaue.com.br,,
PALOTINA,COLUNA D'OESTE,id1761,Jornal,n/d,PR,Paraná,S,Brasil,Secom/PR,Coluna Bastidores,"A Coluna Bastidores, editada por Lú & Bachin, é ppublicada aos sábados no Jornal Diário de Santa Bárbara.",Arts & Entertainment,NA,NA,330,https://www.facebook.com/ColunaBastidores/,Santa Bárbara d'Oeste,SP,Brazil,-22.761899,-47.3973468,0,ColunaBastidores,http://diariosbo.com.br,,
CONCHAS,COMARCA,id4108,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Jornal A Comarca - Mogi Mirim,"A COMARCA - Aos sábados nas bancas
A credibilidade de quem tem mais de 100 anos de história
Acesse www.acomarca.com.br",Media/News Company,"O jornal A COMARCA foi fundado pelo jornalista gaúcho Francisco Cardona, que vindo de Pelotas, criara uma gráfica, a Casa Cardona, no final do século passado. Buscava criar um jornal independente e permanente, substituindo os órgãos políticos partidários O primeiro número de A COMARCA circulou em 5 de julho de 1900, com edições bissemanais.
Patrimônio do povo mogimiriano, A COMARCA completa 115 anos de fundação como líder de circulação e penetração na cidade. Resultado de sua linha de independência política e econômica, conquistadas nesta longa caminhada.

www.acomarca.com.br",NA,24388,https://www.facebook.com/JornalAComarcaMogiMirim/,Mogi Mirim,SP,Brazil,-22.4338729,-46.9559683,1456,JornalAComarcaMogiMirim,http://www.acomarca.com.br,,
GARÇA,COMARCA DE GARÇA,id4157,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Jornal Comarca de Garça,Jornal da Cidade de Garça - SP ,Media/News Company,NA,NA,5032,https://www.facebook.com/Jornal-Comarca-de-Garça-558360164187912/,Garça,SP,Brazil,-23.06451451,-44.95875387,26,NA,http://www.jornalcomarca.com.br,,
FRANCA,COMERCIO DA FRANCA,id4152,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Jornal Comércio da Franca,NA,Newspaper,NA,NA,2821,https://www.facebook.com/pages/Jornal-Com%C3%A9rcio-da-Franca/418540404853940,Franca,SP,Brazil,-20.5437151,-47.3789173,0,NA,http://www.gcn.net.br/home/index.php,,
JAÚ,COMERCIO DE JAHU,id4270,Jornal,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Novocouro Industria e Comercio de Couros,NA,Local Business,NA,NA,1,https://www.facebook.com/pages/Novocouro-Industria-e-Comercio-de-Couros/192007737841236,Novo Hamburgo,RS,Brazil,-29.701572,-51.1293503,0,NA,NA,,
JAÚ,COMERCIO DO JAHU,id3295,Online,n/d,SP,São Paulo,SE,Brasil,Secom/PR,Comércio do Jahu,O Comércio do Jahu é um jornal diário que circula em Jaú e região.,Newspaper,"Fale com nossa redação: (14) 2104-2100
ou redacao@comerciodojahu.com.br

Faça sua assinatura: (14) 2104-2130
ou saa@comerciodojahu.com.br

Seja um anunciante: (14) 2104-2109
ou comercial@comerciodojahu.com.br
",NA,28568,https://www.facebook.com/comerciodojahu/,Jaú,SP,Brazil,-22.29946,-48.56004,773,comerciodojahu,http://www.comerciodojahu.com.br,,
CAXIAS DO SUL,COMERCIO DO POVO,id2515,Jornal,n/d,RS,Rio Grande do Sul,S,Brasil,Secom/PR,Comércio do Povo,"O Comércio do Povo é um semanário da Serra Gaúcha com veiculação às sextas-feiras, e na internet no www.comerciodopovo.com",Media/News Company,"Com versão impressa e online, aborda assuntos da Serra Gaúcha, usando linguagem fácil e dinâmica, além de possuir o caderno de classificados com anúncios grátis para pessoa física.",NA,756,https://www.facebook.com/comerciodopovo/,Caxias,MA,Brazil,-29.1754958,-51.1927955,1,comerciodopovo,www.comerciodopovo.com,,
BRASÍLIA,COMEX DO BRASIL,id304,Online,RIDE DF,DF,Distrito Federal,CO,Brasil,Secom/PR,Comex do Brasil,"Notícias On-line sobre Comércio exterior, Balança Comercial, Agronegócios, Importações, Exportações, Business, oportunidades de negócios no Brasil e no exterior, informações, legislação.",Media/News Company,"Em janeiro de 2013 lançamos o www.comexdobrasil.com  imbuídos do firme propósito de transformá-lo em fonte segura e confiável de informação e análise de temas ligados principalmente ao comércio exterior e ao agronegócio. Nestes dois anos houve um aumento exponencial no volume de notícias e artigos publicados ao mesmo tempo em que assistimos a um crescimento não menos expressivo do número de leitores.

Além de buscar o crescimento quantitativo e qualitativo da produção jornalística, as projeções para o futuro mostravam que era imprescindível realizar uma nova reforma no layout e nos aspectos visuais do site. 

As mudanças estão sendo progressivamente implantadas e mesmo antes de sua conclusão o site já se apresenta hoje com um visual mais moderno, limpo e agradável de se ver e também mais rápido e fácil de se consultar.

Mas se o layout mudou, a estrutura editorial do site continua concentrada em quatro temas principais: Comércio Exterior, Agronegócios, Internacional e Turismo. As três primeiras se associam e interagem na medida em que, num país como o Brasil, consideramos impossível dissociar as políticas de comércio exterior e agronegócio à ação externa do País. 

Em 2015, assim como nos anos subsequentes, o comércio exterior e o agronegócio brasileiros terão pela frente gigantescos desafios. Aos agentes do comércio exterior caberá encontrar os meios de tornar superavitária a balança comercial que fechou 2014 no vermelho depois de 14 anos de saldos consecutivos. Aos empresários do agronegócio, o desafio que se coloca é o de consolidar posições conquistadas e abrir novas fronteiras e mercados para a moderna, sofisticada e competitivíssima agricultura brasileira.

Com a Editoria de Turismo, pretendemos contribuir, ainda que de forma modesta, para mostrar ao mundo um Brasil moderno, plural, rico em sua inesgotável diversidade cultural e em seus encantos naturais, suas praias, florestas, cultura, tradições, e, sobretudo, a generosidade de seu povo.",NA,2618,https://www.facebook.com/ComexdoBrasil/,Brasília,DF,Brazil,-17.30868789,-52.03125,52,ComexdoBrasil,http://www.comexdobrasil.com,,
SÃO PAULO,COMIDA E RECEITAS,id3893,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Comida e Receitas,Visite nosso site em www.comidaereceitas.com.br Siga-nos também no Twitter twitter.com/comidaereceitas,Health & Wellness Website,"Depois de 4 anos atuando como Culinaria&Receitas nós mudamos para Comidas e Receitas. Nos acompanhe no nosso novo canal :)

Facebook: https://www.facebook.com/comidaereceitas
Twitter: https://twitter.com/comidaereceitas",NA,3665194,https://www.facebook.com/comidaereceitas/,NA,NA,NA,NA,NA,11505,comidaereceitas,https://www.comidaereceitas.com.br,,
SÃO PAULO,COMO TUDO FUNCIONA,id3607,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Como Funciona Tudo,"Tutoriais explicando como funciona vários programas e sites da internet
não sabe como funciona algo? mande um e-mail pedindo seu tutorial para: comofuncionatudo@gmail.com",Computers & Internet Website,NA,NA,1766,https://www.facebook.com/ComoFuncionaTudo/,NA,NA,NA,NA,NA,6,ComoFuncionaTudo,https://www.facebook.com/JGSTutos?ref=hl,,
NATAL,COMPANHIA DA NOTÍCIA,id2255,Online,n/d,RN,Rio Grande do Norte,NE,Brasil,Secom/PR,Portal Companhia da Notícia,"Portal de informações.
www.companhiadanoticia.com.br",News & Media Website,NA,NA,2729,https://www.facebook.com/CompanhiadaNoticia/,NA,NA,NA,NA,NA,8,CompanhiadaNoticia,http://www.companhiadanoticia.com.br,,
SÃO PAULO,COMPANHIA DE VIAGEM,id3663,Online,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,Companhia de Viagem,"Viaje sem sair de casa! Domingo, às 19h30, na Record News.",TV Show,"O Grupo Companhia, empresa de comunicação e relacionamento, reconhece a importância das relações pessoais no mundo dos negócios. Em mais de 10 anos de atuação, seus sócios Marcio Moraes e Flávia Bravo uniram suas expertises e know how e conquistaram uma posição de destaque, identificando as pessoas certas e criando oportunidades reais de negócios. O Grupo Companhia desenvolve ainda soluções personalizadas para seus clientes, com foco em geração de resultados, contando sempre com apoio de importantes ferramentas de mídia.

O consagrado programa Companhia de Viagem, apresentado por Marcio Moraes, é apenas um dos produtos do portfólio do grupo que conta também com as áreas de mídia, eventos, edição e produção.

Grupo Companhia. Viajando expandimos o seu negócio.",NA,162475,https://www.facebook.com/CompanhiadeViagem/,São Paulo,SP,Brazil,NA,NA,1384,CompanhiadeViagem,www.companhiadeviagem.com.br,,
VITÓRIA,COMUNHÃO,id429,Online,n/d,ES,Espírito Santo,SE,Brasil,Secom/PR,Comunhão Cristã Abba,www.abba.org.br,Religious Center,"Acesse nosso site e conheça mais da nossa Igreja, Ministérios, Atividades, além de contatos.

Horários:

CULTOS:
Domingo:  
9h30 e 18h.

Sábado: 
17h | Junad (Juniores e  Adolescentes)
20h | Jovens
20h | Hebrom (Jovens Adultos)
20h | Curas e Milagres (1º sábado do mês)

Quarta:
14h30 | Culto de Mulheres

Koinonia / Master:
20h | (2a sexta do mês)
_________________________

Integração:

Segunda: 20h
Quarta: 14h30  Mulheres
Sábado: 16h  JUNAD
               16h Todos os públicos
Domingo: 16h  
_______________________

http://abba.org.br/
",NA,27293,https://www.facebook.com/comunhaocristaabba/,Curitiba,PR,Brazil,-25.4711941,-49.2924989,2645,comunhaocristaabba,www.abba.org.br ,,
OSASCO,COMUNICAÇAO,id4350,Jornal,RM SÃ£o Paulo,SP,São Paulo,SE,Brasil,Secom/PR,1Click Comunicação,1Click Comunicação Multimídia - Para o Mundo te Conhecer,Media/News Company,"A 1Click Comunicação é uma agência de notícias digital, especializada em produção de vídeos para web. Nossos produtos são:

Vídeo Release – 
Um bom Vídeo Release é uma produção planejada e produzida no formato jornalístico. Ele precisa ser moldado de acordo com as características das mídias que irão recebê-lo. O formato multimídia garante adiversidade dos serviços prestados e a extensão do alcance, já que sua divulgação pode serfeita desde o próprio website da empresa, redes sociais e por meio no envio de newsletters aosmeios de comunicação. 

Vídeo Viral
Os vídeos virais são produções pensadas em atrair a curiosidade e despetar o interesse do público consumidor. Estão entre alguns dos recursos de marketing que exploraram tanto as redes sociais para fixar na lembrança e no reconhecimento (branding) de uma marca, quanto blogs de formadores de opinião. A idéia é fazer com que os consumidores compartilhem o video viral e consuma o produto que ele está vendendo.

Social Vídeo 
Caçula dos produtos criados pela 1Click Comunicação, o Social Vídeo é uma produção de 30 segundos, em formato publicitário, para ser utilizado exclusivamente em redes sociais como Facebook, Twitter e Youtube. 

TV CORPORATIVA
Permite que sua empresa tenha um canal exclusivo para divulgar produtos, marcas, cultura e visões, um veículo próprio de comunicação empresarial. Literalmente se comunicando direto com quem importa, a TV CORPORATIVA pode tanto ser aplicada ampliando a oportunidade de aproximação entre fornecedor e consumidor final, como também intimizar a comunicação interna entre diretoria e produção de uma indústria. Nossa proposta é facilitar a comunicação da sua empresa criando um canal que estreite cada vez mais a sua relação com seus parceiros, funcionários, fornecedores e clientes.

WEBTV
Diferente da TV Corporativa, a WEBTV é aberta ao público por estar hospedada em redes sociais de compartilhamento de videos, como o Youtube, por exemplo. As produções em vídeo podem ser tanto ações institucionais, quanto voltadas para as vendas dos produtos em si, por meio de reportagens ou até mesmo videos virais. Seja qual for a produção, no caso da webtv também podem ser compartilhadas junto aos blogs de jornalistas e formadores de opinião e redes sociais. 




",NA,747680,https://www.facebook.com/umclickcomunicacao/,Florianópolis,SC,Brazil,-27.59621333,-48.54770963,59013,umclickcomunicacao,http://www.1clickcomunicacao.com.br/,,
