nome,apenas_digital,blog_site_pag,segmento_principal,caracteristicas,modelo_negocios,proprietario,regiao,uf,cidade,codmun,endereco,link,twitter,facebook,rss,obs,colaborador,email_veiculo,organizacao,funcionarios,periodicidade,jornalismo,fechou
FUNDAÇÃO PADRE DONIZETTI,Não,Não,Rádio,"Blogs, Opinião/colunistas, Podcast, Noticiário em tempo real","Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços",CARLOS EDUARDO DOBIES,Sudeste,SP,TAMBAÚ,3553302,,http://www.radiotambauam.com.br/programacao,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,6 a 9 colaboradores,Diário,1,
FUNDAÇÃO SETORIAL DE RADIODIFUSÃO EDUCACIONAL DE SONS E IMAGENS,Não,Não,Rádio,Podcast,,,Sudeste,SP,PINDAMONHANGABA,3538006,"Av. Nossa Sra. do Bonsucesso, 1030 - Nossa Sra. do Perpetuo Socorro, Pindamonhangaba - SP,",,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,,Diário,1,
G1 PE,Sim,Não,Online,"Vídeos, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado",Rede Globo,Nordeste,PE,RECIFE,2611606,"Rua da Fundição, 82, Santo Amaro",https://g1.globo.com/pe/pernambuco/,@g1pernambuco,https://www.facebook.com/G1-PE-2096686673914393/,https://g1.globo.com/pe/pernambuco/,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,producao-globo@tvglobo.com.br,,6 a 9 colaboradores,Diário,1,
GALILEU,Não,Não,Revista,"Newsletters, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Globo,Sudeste,SP,SÃO PAULO,3550308,,,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,Mais de 120 colaboradores,Bisemanal,1,
GAMEVICIO,Sim,Não tenho certeza,Online,"Opinião/colunistas, Vídeos, Redes sociais, Noticiário em tempo real",Assinatura/paywall,,Sudeste,SP,CARDOSO,3510708,,https://www.gamevicio.com/,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,gamevicio@gamevicio.com,,,Diário,0,
GAZETA BRAGANTINA,Não,Não,Jornal,"Redes sociais, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",Paulo Alberti Filho,Sudeste,SP,BRAGANÇA PAULISTA,3507605,"Rua São Pedro, 246, Centro",http://www.gazetabragantina.com.br/portal/,,https://www.facebook.com/GazetaBragantina?ref=ts&fref=ts,,,Jornalista - editor / repórter / freelancer etc.,gazetabragantina@uol.com.br,,10 a 29 colaboradores,Bisemanal,1,
GAZETA CAMPO COMPRIDO & REGIÕES,Não,Não tenho certeza,Jornal,Possui alguma edição impressa,"Publicidade gráfica (banners, pop-ups etc.)",,Sul,PR,CURITIBA,4106902,,http://gazetadocampocomprido.com/,https://twitter.com/gccompriodo,https://www.facebook.com/GAZETA10/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,1 a 5 colaboradores,Mensal,1,
GAZETA DE ALAGOAS,Não,Não,Jornal,Possui alguma edição impressa,Assinatura/paywall,Fernando Collor,Nordeste,AL,MACEIÓ,2704302,"Avenida Aristeu de Andrade, 355, Farol",https://gazetaweb.globo.com/portal/,@gazetaweb,https://www.facebook.com/gazetaweb/,https://gazetaweb.globo.com/portal/,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,gazeta@gazetaweb.com,,10 a 29 colaboradores,Diário,1,
GAZETA DE CONTAGEM,Não,Não,Jornal,"Possui alguma edição impressa, Ele não tem outros destaques além do produto principal",,,Sudeste,MG,CONTAGEM,3118601,,http://gazetadecontagem.com.br/index.php,,@gazetadecontagem,,,Estudante,gazetadecontagem@yahoo.com.br,,,,1,
GAZETA DE COSMÓPOLIS,Não tenho certeza,Não tenho certeza,Jornal,Noticiário em tempo real,,,Sudeste,SP,COSMÓPOLIS,3512803,,https://tvjaguari.com.br/?fbclid=IwAR0CZgtMy2hGMyKrzpJmvvIkasR-u1hvGejlEJzw057qpQXg91-RpzCLy38,,https://www.facebook.com/TVJaguari,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@tvjaguari.com.br,,,Diário,1,
GAZETA DE IRACEMÁPOLIS - IRACEMÁPOLIS,Sim,Não,Jornal,"Blogs, Opinião/colunistas, Possui alguma edição impressa","Assinatura/paywall, Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado",,Sudeste,SP,IRACEMÁPOLIS,3521408,"RUA DUQUE DE CAXIAS, 575 – CENTRO",http://gazetadeiracemapolis.com.br/gazeta-de-iracemapolis/,,https://www.facebook.com/gazetadeiracemapolis/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,gazetadeiracemapolis@terra.com.br,,1 a 5 colaboradores,Bisemanal,1,
GAZETA DE MINAS,Não,Não,Jornal,"Opinião/colunistas, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Prestação de serviços",GAZETA DE MINAS GRÁFICA E EDITORA LTDA.,Sudeste,MG,OLIVEIRA,3145604,RUA FRANCISCO CAMBRAIA CAMPOS 135,http://www.gazetademinas.com.br/,,,,,Jornalista - editor / repórter / freelancer etc.,editor@gazetademinas.com.br,,6 a 9 colaboradores,Semanal,1,
GAZETA DE MURIAÉ,Não,Não,Jornal,"Blogs, Noticiário em tempo real, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.)",,Sudeste,MG,MURIAÉ,3143906,"Rua Alexandre Barroca, 290 - Bairro São Francisco",http://www.gazetademuriae.com.br/site/principal,https://twitter.com/Gazeta_Muriae?s=17,https://www.facebook.com/jornalgazetademuriae/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,administracao@gazetademuriae.com.br,,,Semanal,1,
GAZETA DE RONDÔNIA,Sim,Não,Online,Opinião/colunistas,"Publicidade gráfica (banners, pop-ups etc.)",Danny Bueno de Moraes,Norte,RO,PORTO VELHO,1100205,"Rua Josè Bonifácio, S/N",http://www.gazetaderondonia.com.br/,https://twitter.com/gazetadrondonia,https://www.facebook.com/Gazeta.de.Rondonia/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,contato@gazetaderondonia.com.br,,1 a 5 colaboradores,Bisemanal,1,
GAZETA DE SIMONESIA,Não,Não tenho certeza,Jornal,"Opinião/colunistas, Noticiário em tempo real, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.)",,Sudeste,MG,SIMONÉSIA,3167608,,http://gazetadesimonesia.blogspot.com/,,https://www.facebook.com/GazetaDeSimonesia/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,,,1,
GAZETA DE SÃO JOÃO DEL-REI,Não,Não,Jornal,"Redes sociais, Possui alguma edição impressa",,,Sudeste,MG,SÃO JOÃO DEL REI,3162500,,http://www.gazetadesaojoaodelrei.com.br,,https://www.facebook.com/gazetasjdr/,,,,gazeta@gazetadesaojoaodelrei.com.br,,,,1,
GAZETA DE UBERLÂNDIA,Não,Não,Jornal,"Opinião/colunistas, Newsletters, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",,Sudeste,MG,UBERLÂNDIA,3170206,,http://gazetadeuberlandia.com.br/,,https://www.facebook.com/gazetauberlandia/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,gazetauberlandia@gazetadeuberlandia.com.br,,1 a 5 colaboradores,Diário,1,
GAZETA DE VARGEM GRANDE,Não,Não,Jornal,"Vídeos, Redes sociais, Noticiário em tempo real","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Tadeu Fernando Ligabue - http://www.gazetavg.com.br/,Sudeste,SP,VARGEM GRANDE DO SUL,3556404,"Rua Dr Moacir Troncoso Peres, 787",http://www.gazetavg.com.br/,,https://www.facebook.com/gazetavg/,https://www.youtube.com/user/tvgazetavg/,,Assessor / analista de imprensa ou comunicação,reportagem@gazetavg.com.br,,10 a 29 colaboradores,Semanal,1,
GAZETA DO POVO,Não,Não,Online,"Blogs, Opinião/colunistas, Podcast, Vídeos, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos), Conteúdo patrocinado","Grupo Paranaense de Comunicação (GRPCOM)
https://www.gazetadopovo.com.br/expediente/
https://pt.wikipedia.org/wiki/Gazeta_do_Povo",Sul,PR,CURITIBA,4106902,"Avenida Victor Ferreira do Amaral - 306 - 82530-230, Tarumã",https://www.gazetadopovo.com.br/,https://twitter.com/gazetadopovo,https://www.facebook.com/gazetadopovo/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,,Diário,1,
GAZETA DO RIO PARDO,Não,Não,Jornal,"Opinião/colunistas, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.)",,Sudeste,SP,SÃO JOSÉ DO RIO PARDO,3549706,"Avenida Olinda Ralston, 411",https://gazetadoriopardo.com.br/,,,https://www.youtube.com/channel/UC_PWiik-pZkn-EuXtUvYWew,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,6 a 9 colaboradores,Diário,1,
GAZETA HOJE,Não,Não,Jornal,Ele não tem outros destaques além do produto principal,"Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado, Financiamento institucional (ex. Fundações, empresas, etc)",Feitosa Editora LTDA - gazetahoje.com,Nordeste,SE,ARACAJU,2800308,"Rua Dom Bosco, 92",,Nã tem,gazetahoje,,,Jornalista - editor / repórter / freelancer etc.,gazetahoje@hotmail.com,,1 a 5 colaboradores,Mensal,1,
GAZETA MONTENSE,Não,Não,Jornal,"Redes sociais, Possui alguma edição impressa",,,Sudeste,MG,SANTO ANTÔNIO DO MONTE,3160405,,,,https://www.facebook.com/gazeta.montense/,,,,gazetamontense@isimples.com.br,,,,1,
GAZETA WEB,Sim,Não,Online,Noticiário em tempo real,"Publicidade gráfica (banners, pop-ups etc.)",Organização Arnan e Melo,Nordeste,AL,MACEIÓ,2704302,"Rua Aristeu de Andrade, 355",https://gazetaweb.globo.com/portal/,@gazetaweb,https://www.facebook.com/gazetaweb/,https://gazetaweb.globo.com/portal/,,Estudante,noticias@gazetaweb.com,,10 a 29 colaboradores,Diário,1,
GAÚCHAZH,Sim,Não,Online,"Opinião/colunistas, Newsletters, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado",Grupo RBS,Sul,RS,PORTO ALEGRE,4314902,"Av. Ipiranga, 1075",https://gauchazh.clicrbs.com.br/,https://twitter.com/gauchazh,https://facebook.com/@gauchazh,,,Assessor / analista de imprensa ou comunicação,karine.battisti@gruporbs.com.br,,Mais de 120 colaboradores,Diário,1,
GLAMOUR,Não,Não,Revista,Possui alguma edição impressa,"Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Globo Condé Nast,Sudeste,SP,SÃO PAULO,3550308,,,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,60 a 119 colaboradores,Semanal,1,
GLOBO FM,Não,Não,Rádio,"Podcast, Noticiário em tempo real",Publicidade (outros tipos),Antonio Carlos Magalhaes,Nordeste,BA,SALVADOR,2927408,"Rua Professor Aristides Novis, 123, Federação",http://www.gfm.com.br/gfm-901/,@globofmsalvador,https://pt-br.facebook.com/GloboFMSalvador/,http://www.gfm.com.br/gfm-901/,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,antoniocarlos.santos@redebahia.com.br,,Mais de 120 colaboradores,Diário,1,
GLOBO NE,Não,Não,Televisão,"Vídeos, Noticiário em tempo real",Publicidade (outros tipos),Rede Globo,Nordeste,PE,RECIFE,2611606,"Rua da Fundição, 82, Santo Amaro",https://g1.globo.com/pe/pernambuco/,@globonordeste,https://www.facebook.com/RedeGlobo/,https://g1.globo.com/pe/pernambuco/,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,producao-globo@tvglobo.com,,30 a 59 colaboradores,Diário,1,
GLOBO RURAL,Não,Não,Revista,Possui alguma edição impressa,"Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Globo,Sudeste,SP,SÃO PAULO,3550308,,https://revistagloborural.globo.com/,,,,,Jornalista - editor / repórter / freelancer etc.,,,Mais de 120 colaboradores,Bisemanal,1,
GO OUTSIDE,Não,Não,Revista,Possui alguma edição impressa,"Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado",Editora 3,Sudeste,SP,SÃO PAULO,3550308,,,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,60 a 119 colaboradores,Mensal,1,
GOSPEL +,Sim,Sim,Online,"Opinião/colunistas, Redes sociais",,,Sul,PR,CURITIBA,4106902,,https://gospelmais.com.br/,,,,,Estudante,,,,Diário,1,
GQ,Não,Não,Revista,Possui alguma edição impressa,"Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Globo Condé Nast,Sudeste,SP,SÃO PAULO,3550308,,,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,60 a 119 colaboradores,Semanal,1,
GRANDE PRÊMIO,Sim,Não,Online,"Blogs, Opinião/colunistas, Podcast, Newsletters, Vídeos, Redes sociais, Noticiário em tempo real","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado",Grande Prêmio Provedor de Conteúdo,Sudeste,SP,SÃO PAULO,3550308,"Av Águas de São Pedro, 346",https://www.grandepremio.com.br,https://twitter.com/grandepremio,https://facebook.com/sitegp,http://grandepremio.com.br/rss.aspx,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),gp@warmup.com.br,,10 a 29 colaboradores,Diário,1,
GRUPO A PLATEIA,Não,Não,Televisão,Noticiário em tempo real,"Assinatura/paywall, Conteúdo patrocinado",Grupo A Plateia,Sul,RS,SANT'ANA DO LIVRAMENTO,4317103,"Av. Alm. Tamandaré, 2170 - Centro",http://www.aplateia.com.br/,https://twitter.com/aplateia,https://www.facebook.com/tvaplateia/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,online@jornalaplateia.com,,6 a 9 colaboradores,Diário,1,
GUIA DO ESTUDANTE,Sim,Não,Online,Ele não tem outros destaques além do produto principal,"Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos)",Abril,Sudeste,SP,SÃO PAULO,3550308,,https://guiadoestudante.abril.com.br/,,,,,Jornalista - editor / repórter / freelancer etc.,,,,Sem periodicidade definida,1,
H. SUL 89 FM,Não,Não,Rádio,"Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos), Financiamento institucional (ex. Fundações, empresas, etc)","89,1 H. SUL FM RADIO DIFUSÃO LTDA http://hsul89fm.com/default.php?pagina=radio.php",Sul,RS,HERVAL,4307104,"Av. Luis Lima de Farias, N° 232 - Herval/RS",http://hsul89fm.com/,,https://www.facebook.com/HSul89FM/,,,Estudante,contato@hsul89fm.com,,,Diário,1,
HARDCORE,Não,Não,Revista,Possui alguma edição impressa,"Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago)",Editora 3,Sudeste,SP,SÃO PAULO,3550308,,,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,Mais de 120 colaboradores,Bisemanal,1,
HIROSHI BOGÊA ONLINE,Sim,Sim,Online,"Blogs, Vídeos","Publicidade gráfica (banners, pop-ups etc.)",Hiroshi Bogêa,Norte,PA,MARABÁ,1504208,,http://www.hiroshibogea.com.br/,,,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,,,Um colaborador (operação individual/blog),Diário,1,
HOJE CIDADE,Não,Não tenho certeza,Jornal,"Opinião/colunistas, Noticiário em tempo real, Possui alguma edição impressa","Publicidade gráfica (banners, pop-ups etc.)",,Sudeste,MG,SETE LAGOAS,3167202,"Rua Dr Pena, 35 - Centro Sete Lagoas MG Brasil",http://portalsete.com.br/,,https://www.facebook.com/jornalhojecidade/,,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,comercialportalsete@gmail.com,,,Semanal,1,
HOJE EM DIA,Não,Não,Jornal,"Opinião/colunistas, Redes sociais, Noticiário em tempo real, Possui alguma edição impressa","Assinatura/paywall, Publicidade gráfica (banners, pop-ups etc.)",,Sudeste,MG,BELO HORIZONTE,3106200,"Rua dos Pampas, 484 - Prado - BH",https://www.hojeemdia.com.br/,https://twitter.com/jornalhojeemdia,https://www.facebook.com/jornalhojeemdia,,,Jornalista - editor / repórter / freelancer etc.,redacao@hojeemdia.com.br,,30 a 59 colaboradores,Diário,1,
HOJEMAIS/ANDRADINA,Sim,Não,Online,"Newsletters, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Conteúdo patrocinado",Flavia Regina de Avelar Gomes,Sudeste,SP,ANDRADINA,3502101,"RUA EVANDRO BREMBATTI CALVOSO, 1563",http://www.hojemais.com.br/andradina/,,https://www.facebook.com/HojemaisAndradina/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),ointeriorfala@gmail.com,,1 a 5 colaboradores,Diário,1,
HOJEMAIS/CASTILHO,Sim,Não,Online,"Opinião/colunistas, Newsletters, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade nativa (conteúdo jornalístico pago), Publicidade (outros tipos), Conteúdo patrocinado",Flavia Regina de Avelar Gomes,Sudeste,SP,ANDRADINA,3502101,"RUA EVANDRO BREMBATTI CALVOSO, 1563",http://www.hojemais.com.br/castilho/,,https://www.facebook.com/HojemaisCastilho/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),ointeriorfala@gmail.com,,1 a 5 colaboradores,Diário,1,
HORA DE SANTA CATARINA,Não,Não,Jornal,"Opinião/colunistas, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade gráfica (banners, pop-ups etc.), Publicidade (outros tipos)",NSC Comunicação,Sul,SC,FLORIANÓPOLIS,4205407,"rua General Vieira da Rosa, 1570-Florianópolis-SC-cep 88020-420",http://horadesantacatarina.clicrbs.com.br/sc/,https://twitter.com/@horasc,https://www.facebook.com/horadesantacatarina/,http://horadesantacatarina.clicrbs.com.br/sc/rss/,,Jornalista - editor / repórter / freelancer etc.,redacao@horasc.com.br,,30 a 59 colaboradores,Diário,1,
HTTP://WWW.TREMEDALREVISTA.COM.BR,Sim,Sim,Online,Blogs,"Publicidade gráfica (banners, pop-ups etc.), Conteúdo patrocinado, Prestação de serviços","Renato Abreu, Gilmar Ribeiro",Nordeste,BA,TREMEDAL,2931806,Rua Hermínio Xavier Soares,http://www.tremedalrevista.com.br,,https://www.facebook.com/Tremedal.Revista/,https://youtube.com/c/TremedalRevistaTR,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),tremedalrevista@gmail.com,,1 a 5 colaboradores,Diário,1,
HTTPS://WWW.NOTICIASGUARIBA.COM.BR/,Sim,Sim,Online,"Blogs, Noticiário em tempo real",Prestação de serviços,,Sudeste,SP,GUARIBA,3518602,"Av. da Saudade, 530 Vila Garavello",,,,,,,,,Um colaborador (operação individual/blog),Diário,1,
IBAHIA,Sim,Não,Online,"Blogs, Noticiário em tempo real",Publicidade (outros tipos),Rede Bahia/Antonio Carlos Magalhaes,Nordeste,BA,SALVADOR,2927408,"Rua Professor Aristides Novis, 123, Federação",https://www.ibahia.com/portal-de-noticias-de-salvador/,@ibahia,https://www.facebook.com/PortaliBahia/,https://www.ibahia.com/portal-de-noticias-de-salvador/,,Pesquisador do Atlas da Notícia / Volt Data Lab / Projor,redacao@portalibahia.com,,Mais de 120 colaboradores,Diário,1,
ILHA SOLTEIRA NEWS,Sim,Sim,Online,Redes sociais,"Publicidade gráfica (banners, pop-ups etc.)",RJ Comunicação,Sudeste,SP,ILHA SOLTEIRA,3520442,"Passeio Floresta, 309",http://www.ilhasolteira.news/,,https://www.facebook.com/ilhasolteiranews/,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),contato@ilhasolteira.news,,1 a 5 colaboradores,Diário,1,
IMAGEMTV,Sim,Não,Online,"Opinião/colunistas, Podcast, Vídeos, Redes sociais, Noticiário em tempo real","Publicidade (outros tipos), Prestação de serviços",Rainwald Muller,Sul,SC,LAGES,4209300,Rua mateus Junqueira 775 copacabana,http://www.imagemtv.com.br,,Https://facebook.com/imagemtv,,,Dono / administrador / representante de veículo de jornalismo (exceto jornalista de redação),imagemtvlaged@gmail.com,,1 a 5 colaboradores,Diário,1,
